id	fecha	acto	pr	pieza	que_no_se_corrio	razon	impacto	sucesor	estado	cerrado_por	fecha_cierre
NC-0123	2026-09-09	GEN2-ADQ-VERIFICACION-CAJA		P2 (causa del falso negativo)	reparar que el indice de reactivos es ciego a ENIF (382 filas, 0 con texto)	FUERA-DE-PERÍMETRO	Medido hoy: tools/busca_reactivos.py declara universo de 241591 filas, y las 382 filas de ENIF (2012/2015/2018/2021/2024) tienen la columna texto VACIA porque provienen de columnas DBF/CSV sin etiqueta. Toda busqueda por texto sobre el indice es ciega a ENIF POR CONSTRUCCION -- esta es la causa mecanica de que 4 sondeos independientes (6/ago, 1/sep, 3/sep, 6/sep) declararan NO-ENCONTRADO sobre un objeto que ENIF 2024 si mide. El riesgo no es de esta fila: cualquier negativo apoyado en ese indice hereda el mismo hueco silencioso.	acto con tools/ en su perimetro: indexar el texto de reactivo desde los FD (enif_*_fd.xlsx) o declarar la ceguera en la linea de universo A.13 que el propio tool imprime -- CERRADA POR DECLARACION (gate D-14 respondido NO por ENTORNO, forense/notas/2026-09-10-nc-0123-d14.md): la ceguera queda declarada en la cabecera de data/inventario-reactivos-v1_2.tsv/ext-v1_0.tsv. Sucesor condicional al proximo falso negativo apoyado en este hueco, y NC-0136 (hallazgo ampliado: 102/116 instrumentos, no solo ENIF).	CERRADA	GEN2-DERIVADORES-FIX (declaracion, no indexacion -- D-14=NO por ENTORNO)	2026-09-10
NC-0124	2026-09-09	GEN2-LOTE-ENIF-1	#667	ADOPCION	Los 4 RESULT de la familia A (RES-0046..0049) no reciben cita corrida0_* en milpa/tramite.yaml	EJECUCION-AUTORIZADA-POR-D04-A-A	Se midieron y sellaron, pero su p medido (0.541343 / 0.373130) NO es el publicado (0.330600 / 0.173400): citarlos afirmaria un origen falso. adoptados_activos sube 4 en vez de 8 y dependencias_legacy baja 4 en vez de 8. Ningun p de milpa/ se movio.	E05: adoptar P4_10 {1,2} y P3_13 {1..4} frente a {7}, residual visible; historico intacto	CERRADA	ACTO GEN2-ENIF-POBLACION-Y-ADOPCION (#691): D04 A/A materializada con P4_10 {1,2}, P3_13 {1..4} frente a {7}; las cuatro salidas tienen citas corrida0 efectivas en milpa/tramite.yaml y procedencia, con historico y residual NC-0126 conservados. NC-0154 preservo la publicacion global hasta #696.	2026-09-10
NC-0125	2026-09-09	GEN2-LOTE-ENIF-1	#667	CONTROL	La cobertura declarada por fase 1 (66.89%) no se reconcilia	NO-VERIFICABLE-AQUI	Esta corrida mide 67.53% (P3_13 en {1..7}) y 68.06% (incluyendo el 9); ninguna da 66.89%. Unico residuo NO explicado del control positivo. No invalida ningun RESULT: los puntos si quedan atribuidos.	SIN-ASIGNAR -- el script de fase 1 no existe en el arbol (script_legacy = NO-DECLARADO-EN-EL-REGISTRO en las 8 filas de demanda-resultados.tsv).	CERRADA	GEN2-LOTE-MEDICION-PENDIENTE-1 (CALC-ENIF-0003, H1 REPRODUCIDA: 66.89% = 9031/13502, la fraccion SIN ponderar del universo triple P3_13 in {1..7} y P4_10 in {1..5} de MAESTRA35-L7, no la cobertura del reactivo P3_13 (68.97% sin ponderar, 67.53% ponderada, ambas reproducidas); el script de fase 1 SI existe: tools/medidor_horizonte_enif24.py; correccion cosmetica de tramite.yaml:1082,1112 -> NC-0189)	2026-09-14
NC-0126	2026-09-09	GEN2-LOTE-ENIF-1	#667	SEMANTICA	P4_10 = 1 es una categoria colapsada y el descriptor no permite descolapsarla	NO-VERIFICABLE-AQUI	«Menos de una semana» y «no tiene ahorros» comparten casilla. Todo corte que incluya el 1 -el primario {1,2} y la sensibilidad S1 {1}- arrastra gente SIN AHORROS dentro de «horizonte corto». Afecta a los 4 RESULT de la familia A bajo cualquier corte. -- verificado por archivo 15/sep/2026 (ACTO GEN2-CAJA-RESIDUAL-1, A.15): TMODULO.csv de enif_2024_bd_csv.zip (sha256 del payload 00e4b0b4…, del miembro 5f1be142…; 13502/13502 filas con 398 campos) trae exactamente 7 codigos en P4_10 = {1,2,3,4,5,8,9}, sin blanco, sin 'b' y sin codigo aparte para «no tiene ahorros»; el cuestionario (enif_2024_cuestionario.pdf p.9) imprime «Menos de una semana/ No tiene ahorros ... 1»: el colapso esta en el INSTRUMENTO, no solo en el descriptor, y ningun archivo lo descolapsa. TMODULO no trae variable de STOCK de ahorro (FD: 0 conceptos «tiene ahorros»); las de FLUJO (P5_1_1..6, P5_6_1..9, «ahorro en los ultimos 12 meses») muestran que el codigo 1 es heterogeneo (sin ponderar: 1551 con algun flujo, 2724 sin flujo -- los mismos conteos que CALC-ENIF-0003 sello: RESULT-ENIF-COB-D-N-1=4275, -N-NINGUNA-VIA-EN-1=2724, cota ponderada -P-NINGUNA-VIA-EN-1=0.6356, ADR-506 P4, que mando esta adjudicacion a mesa) pero flujo no es stock, asi que no separan la casilla. CORTE ACOTADO declarado: horizonte_corto ⇔ P4_10 ∈ {1,2} mide «NO dispone de ahorros que cubran al menos un mes de gastos (incluye no tener ahorros)», sobre el universo sellado de la spec (18+, en el eje P3_13, P4_10 ∈ {1..5}); su complemento {3,4,5} = «ahorros para ≥ 1 mes» es limpio y la particion es exhaustiva y excluyente, asi que los 4 RESULT de la familia A quedan bien definidos como 1 − p(≥ 1 mes); lo que NO se sostiene es leer el corte como «horizonte» puro. S1 (P4_10 = 1) = «< 1 semana o sin ahorros», misma acotacion. Cero mediciones nuevas: conteos sin ponderar de verificacion de mapa de codigos, ningun RESULT	SIN-ASIGNAR -- requeriria un reactivo distinto, no otro analisis. -- cerrado con corte acotado; un reactivo de stock de ahorro que separe «no tiene ahorros» sigue SIN-ASIGNAR como demanda de instrumento, no como cola de este registro	CERRADA	ACTO GEN2-CAJA-RESIDUAL-1	2026-09-15
NC-0127	2026-09-09	GEN2-LOTE-ENIF-1	#667	SEMANTICA	P5_20 = '03' conflaciona desconfianza y mal servicio	EJECUCION-AUTORIZADA-POR-D06	RES-0059/RES-0060 miden LA CATEGORIA DEL CODEBOOK, no el constructo. El rotulo del consumidor (desconfianza_como_razon_principal_...) promete mas de lo que el reactivo entrega. Las dos citas nuevas lo declaran en su comentario.	E04: rotulo desconfianza o mal servicio, con compatibilidad si hace falta	CERRADA	ACTO GEN2-MOTOR-USOS: rótulo canónico desconfianza_o_mal_servicio con alias compatible y guardia de dominio	2026-09-10
NC-0128	2026-09-09	GEN2-LOTE-ENIF-1	#667	COMPLEMENTOS	Los cinco complementos salen medidos pero sin consumidor y sin cita	RESUELTA-POR-D05-A-B-Y-CELDA-MEDIDA	La celda independiente de no trabajadores queda medida (p corto=0.632782; n=3462; masa=25090350) y adoptada sin imputar P3_13. La particion publica trabajador residual 4.1391%, P4_10 faltante 4.3302% y cobertura valida 95.6698%; no presenta las celdas A/B legacy como una particion poblacional.	NINGUNO -- tratamiento explicito y consumidor propagados por GEN2-ENIF-POBLACION-Y-ADOPCION	CERRADA	ACTO GEN2-ENIF-POBLACION-Y-ADOPCION	2026-09-10
NC-0129	2026-09-09	GEN2-LOTE-ENIF-1	#667	HERRAMIENTA	ya_medido.py devuelve NUNCA-MEDIDA para una regla medida y sellada	FUERA-DE-PERÍMETRO	dinero.ahorro.horizonte_no_corto_con_seguridad_social esta en milpa/tramite.yaml:1049 con tier=FUERTE y p=0.173400, y la propia seccion de listado del script la imprime -- pero su veredicto dice NUNCA-MEDIDA. CUARTA familia de reglas donde se confirma el defecto que ADR-438 diagnostico: _tiene_veredicto_real() no reconoce MEDIDO, solo veredictos de falsacion R o un campo veredicto:. T-YAMEDIDO no protege contra llamar «territorio virgen» a una tasa base ya medida. Salida cruda en la nota de cierre §11.	Rectifica antecedente: antes decia 'Reabre NC-0110'; la causa correcta es NC-0109. NC-0110 se conserva CERRADA como recorte de canales.	CERRADA	ACTO GEN2-YA-MEDIDO-TASAS	2026-09-10
NC-0130	2026-09-09	GEN2-LOTE-ENIF-1	#667	DOCUMENTAL	ENVIPE-DENUNCIA-spec-v1_0.md:10 cita CORR-0009 donde la demanda dice CORR-0007	FUERA-DE-PERÍMETRO	La spec fusionada dice «los cuatro RESULT restantes de CORR-0009 (RES-0039..0042)»; en la demanda vigente esos cuatro son de CORR-0007, y CORR-0009 es ENIF2024. Referencia cruzada equivocada en una spec sellada. NO se edito.	SIN-ASIGNAR -- un acto de correccion documental, o una enmienda fechada. -- resuelto 15/sep/2026: sucesion fechada en forense/prereg-caja/ENVIPE-DENUNCIA-spec-v1_0-CORRECCION-2026-09-15.md, v1_0 intacta	CERRADA	ACTO GEN2-SANEA-REGISTRO-Y-RESCATE	2026-09-15
NC-0131	2026-09-09	GEN2-LOTE-ENIF-1	#667	REGISTRO	Este acto movio el veredicto de replay de CALC-ENCIG-0001--c3ae00e62e59	SUSTITUIDO-POR:ACTO GEN2-LOTE-ENIF-1	registro --verifica --escribe paro con REPLAY-PISADO (NC-0094). Se autorizo por --lote porque el cambio es NO-VERIFICADO -> REPRODUCE/IDENTICO, o sea MAS evidencia, y lo produjo re-ejecutar el medidor congelado de ENCIG en esta misma caja. LO QUE ABSORBE: llenar dos celdas vacias de una corrida ajena. LO QUE QUEDA HUERFANO: nada -- no se borro ningun veredicto y no se toco ninguna otra fila de resultados.tsv.	Cerrada por este mismo acto. Razon por escrito en la nota de cierre §8 y en ADR-441.	CERRADA	PR #667 (ACTO GEN2-LOTE-ENIF-1)	2026-09-09
NC-0132	2026-09-09	GEN2-LOTE-ENIF-1	#667	NUMERACION	ADR-441 colisiona con la rama acto/gen2-adq-verificacion-caja	DECISIÓN-DE-MESA-PENDIENTE	Dos ramas redactan la misma entrada. Si fusiona primero la otra, este PR debe renumerar a 440 y con el L0, la cabecera de gobernanza, la tabla de estado-programa y la fila de registro-rotulos.	Regla de la casa: renumera quien fusione segundo. tools/cierre_acto.py --aplica reconcilia los tres contadores de una pasada.	CERRADA	ACTO MESA-CONCILIACION-E01: la rama que fusiono segundo quedo reconciliada como ADR-441 y el rotulo GEN2-LOTE-ENIF-1 cita ADR-441; canon consistente.	2026-09-10
NC-0133	2026-09-09	GEN2-RETIRO-CRON-LEGADO	#668	unica pieza	documentar la retirada del crontab legado en forense/cron/REGISTRO-CRON-v1_0.md (paso 3 de tools/windows/GUIA-TAREA-ADQUISICION.md)	FUERA-DE-PERÍMETRO	Retirada acreditada por #668 y comprobada de nuevo el 11/sep: crontab -l conserva solo comentarios historicos y PATH, sin linea ejecutable de adquiere_cron.sh. forense/cron/REGISTRO-CRON-v1_0.md seccion 9 asienta fecha, evidencia, Task Scheduler unico y despliegue de la accion atribuible.	ninguno -- el asiento canonico faltante quedo completado	CERRADA	ACTO GEN2-PRODUCCION-Y-FALLO-POST707	2026-09-11
NC-0134	2026-09-09	GEN2-ADQ-CONTRATO-FIX	n/a	P0 (registro A.3)	archivar verbatim forense/notas/2026-09-09-REVISION-IMPLEMENTACION-PR660-666-astra.md con cabecera de procedencia	PARO-PREMISA	no hay registro de procedencia del insumo externo ChatGPT/Astra que origino H1/H2/H3/H5; H1/H5 se reverificaron textualmente por direccion y H2/H3 se re-derivaron contra el codigo, asi que no bloqueo P1-P4	DECISIÓN-DE-MESA-PENDIENTE	CERRADA	PR #671 (archivado el insumo externo tras recibirlo adjunto en la sesión de seguimiento)	2026-09-09
NC-0135	2026-09-09	GEN2-F5-RECAPTURA-L	#669	P3 (captura real)	las 224 invocaciones reales de runner_l_cli.py --correr, corridas-L-M/, manifiesto de capturas	DECISIÓN-DE-MESA-PENDIENTE	La compuerta declarada (PR de GEN2-RETIRO-CRON-LEGADO fusionado) no se cumplia al arrancar (verificado: sin PR, sin rama; crontab legado instalado) -- mesa autorizo P1+P2 ahora, P3 diferido. La compuerta se cumplio a mitad de sesion (PR #668, merge cc1cfe2) pero el encargo autorizo explicitamente solo P1+P2; lanzar 224 invocaciones reales de captura sellada no es una ampliacion de alcance que esta sesion se autoconceda. Ninguna captura GEN2 del marco v1.3 existe todavia; NC-0077 (435 payloads posteriores a la ventana) sigue abierta. RENUMERADA de NC-0134: ACTO GEN2-ADQ-CONTRATO-FIX (PR #671) fusiono primero y tomo ese numero para un asunto no relacionado.	este mismo acto (GEN2-F5-RECAPTURA-L), P3, en cuanto mesa autorice el lanzamiento -- P1 (contrato congelado) y P2 (blindaje verificado, 5/5 evidencias) ya estan listos	CERRADA	PR #669 (ACTO GEN2-F5-RECAPTURA-L)	2026-09-09
NC-0136	2026-09-11	GEN2-REACTIVOS-RESIDUALES-BUSQUEDA-UTIL	#742	P3 (hallazgo ampliado al contestar el gate D-14 de NC-0123)	acreditar las 12875 filas residuales del lote prioritario y cubrir los 81 grupos históricamente ciegos que quedan fuera de ese lote	EJECUTADA-PARCIAL-CON-RESIDUAL: GEN2-39 recorrió las cinco familias, publicó toda correspondencia viable y conservó explícitas las auxiliares, técnicas, ambiguas o no localizadas	La cobertura prioritaria sube de 22367/55895 a 43020/55895 filas físicas y de 22350 a 43003 identidades lógicas: gana 20653 identidades exactas. Quedan 12875 filas dentro del lote; los 81 grupos externos no se confundieron con ese residual.	NC-0136: continuar por 81 grupos históricamente ciegos fuera del lote y por sus residuales acreditables; dentro del lote atender 2642 correspondencias ambiguas, 2679 etiquetas técnicas, 7462 filas auxiliares y 92 preguntas no localizadas	ABIERTA	NO-APLICA-MIENTRAS-ABIERTA	NO-APLICA-MIENTRAS-ABIERTA
NC-0137	2026-09-09	GEN2-LOTE-ENCUCI-1		P2 (medicion, familia A)	re-medir A-P-CUALQUIERA bajo la codificacion que el universo GEN1 implica (contar el 9 de AP5_17/AP5_18 como 0, denominador 13435 en vez de 13411)	EJECUCION-AUTORIZADA-POR-D03	RES-0005 queda sin cita corrida0_* y la cadena E.2 de tramite.mordida.discrecional queda incompleta: A-DELTA-VS-GEN1 = +1.836e-04 sobre 1e-6. La causa esta CONTADA por dos RESULT pre-declarados (A-N-CONTACTO = 13435 reproduce a la unidad la n que declara enmienda_encuci2020; A-N-U = 13411, -24, las filas con 9), pero NO se re-mide aqui a proposito: recodificar despues de ver que el punto no reproduce seria elegir la codificacion por su resultado, que es lo que el congelamiento del COMMIT-1 existe para impedir.	E04: resolver uso del motor antes de escoger codificacion; no se infiere opcion sustantiva	CERRADA	ACTO GEN2-MOTOR-USOS: se rechaza recodificar 9 como No; U_A conserva respuesta válida y el motor usa 0.126006 entre contactos	2026-09-10
NC-0138	2026-09-09	GEN2-LOTE-ENCUCI-1		P2 (semantica del consumidor)	corregir la anotacion SEMANTICA (D4, NC-0113) de milpa/tramite.yaml:76, que dice que paga_mordida_encuci2020 'mide solicitud de pago informal, no pago consumado'	EJECUCION-AUTORIZADA-POR-D03	La anotacion es correcta para ENCIG 2025 (reactivo 8.3, solo solicitud) y FALSA para ENCUCI: la celda es la UNION AP5_17|AP5_18 y AP5_18 es exactamente el pago consumado. Medido: solicitud 0.106319, entrega 0.073640, union 0.126006 (A-VEREDICTO-SEMANTICA = LA-UNION-EXCEDE-A-CADA-PARTE). El valor que el motor consume esta 71% por encima de la tasa de pago efectivo. Mientras no se corrija, quien lea el motor lee 'solicitud' donde el dato dice 'le pidieron O dio'.	E04: separar solicitud, entrega y union cuando el proceso lo necesite	CERRADA	ACTO GEN2-MOTOR-USOS: consumidor separa solicitud, entrega y unión; alias histórico resuelve a la unión	2026-09-10
NC-0139	2026-09-09	GEN2-LOTE-ENCUCI-1		P3 (adopcion)	escribir cita corrida0_* para RES-0005 (paga_mordida_encuci2020) y RES-0006 (tramite_normal_encuci2020)	EJECUCION-AUTORIZADA-POR-D03	adoptados_activos sube 10->12 en vez de 10->14. RES-0005 sale NO-ADOPTABLE-POR-DISCREPANCIA por criterio pre-declarado (escribirle cita lo presentaria como replicado sin serlo) y RES-0006 sale COMPLEMENTO-CON-DENOMINADOR-RECORTADO por construccion (D1/NC-0108 ya lo declaro DERIVADO-NO-MEDIDO). Ademas queda abierta la pregunta de denominador: sobre la poblacion 15+ completa la misma union da 0.079958 en vez de 0.126006 (37.6% de la muestra no declara ningun contacto), y cual de los dos quiere la regla como tasa base es decision de mesa, no de la spec.	E04: fijar disparador, poblacion y parametro; no escribir cita antes de resolver consumidor	CERRADA	ACTO GEN2-MOTOR-USOS: RES-0005 cita RESULT-ENCUCI-A-P-CUALQUIERA; RES-0006 deriva q del mismo padre sin RESULT independiente	2026-09-10
NC-0140	2026-09-09	GEN2-LOTE-ENCUCI-1		cascada (defecto heredado, destapado por la guardia NC-0094)	restaurar la identidad historica de replay de CALC-ENCIG-0001 sin re-sellar ni cambiar resultados	RESUELTA-POR:GEN2-CORRIDA0-REPLAY-CASCADA	La v1.0 recupera exactamente el blob sellado (sha256 00c7c4a67a4a579fff8a64c01979deefe2d458c75cfbaa630de21fa05d37cf8a) y la ratificacion D3 posterior vive en forense/prereg-caja/ENCIG-MORDIDA-spec-v1_1.md. `verify CALC-ENCIG-0001` da REPRODUCE, CONTEXTO=IDENTICO y 108/108 RESULT sin cambio.	ninguno	CERRADA	GEN2-CORRIDA0-REPLAY-CASCADA	2026-09-10
NC-0141	2026-09-09	GEN2-LOTE-ENCUCI-1		cascada (defecto heredado, aislado por experimento)	impedir que tests/check.py ESCRIBA en el arbol de trabajo	EJECUTADO	ACTO GEN2-PRUEBAS-REPLAY redirige C.SALIDA a TemporaryDirectory en t_cmd_demanda_aplica_fp339, conserva insumos canonicos solo lectura y ejecuta la escritura real dentro del fixture. La prueba preserva/restaura C.SALIDA y compara bytes de demanda-resultados.tsv y demanda-corridas.tsv reales antes/despues. tests/test_corrida0.py: 84/84; hashes reales invariantes 03618a288c1530acadbbd11c9552b2da3875f5d2cedf8f957fa6fb555f528c1d y a7f57269eaf39596db5ac22f9180ed38d35fe7e24c676039ee4ca364dfb80db2.	ninguno	CERRADA	ACTO GEN2-PRUEBAS-REPLAY	2026-09-10
NC-0142	2026-09-10	GEN2-F5-DUELO-CALC		P2 (adjudicacion de banda de la pareada primaria TRANSFERENCIA)	adjudicar GANA/PIERDE/EMPATE contra la banda B-bis (delta=0.5) sobre dif_abs_pareada de las 6 celdas CIV-M con arbitro	NO-VERIFICABLE-AQUI	el unico extractor de valor_extraido para prosa libre de corridas-L/ (tools/extrae_l_v1_1.py, sellado contra el formato de captura v1.1/v1.2) no esta validado contra el formato real-corpus de las 96 capturas v1_3: 0/96 traen el encabezado que ese extractor busca, 59/96 quedan EXTRAIBLE via su fallback de documento completo, y verificado a mano (3 ejemplos con hash, RESULT-DUELO-DIAGNOSTICO-EJEMPLO-*) el numero capturado es una cifra de contexto que el propio texto del modelo declara explicitamente que NO es la estimacion pedida. El duelo no adjudica la tesis de transferencia de la misma generacion; el marcador sigue INCONCLUSO (#651) con una segunda razon declarada.	acto sucesor que construya y selle un extractor de valor_extraido calibrado contra el formato real de corridas-L/*__v1_3.json (prosa sin encabezados de seccion) antes de re-lanzar la pareada primaria	CERRADA	GEN2-F5-EXTRACTOR-L-v1 (componente instrumental: extractor construido y validado)	2026-09-10
NC-0144	2026-09-10	GEN2-F5-EXTRACTOR-L-v1		adjudicacion de banda (GANA/PIERDE/EMPATE/INCONCLUSO) de la pareada primaria TRANSFERENCIA contra la escala B-bis sellada, ahora con instrumento de extraccion validado	correr la adjudicacion sobre L-extraido-v1_3.tsv contra los seis arbitros R	DIFERIDO-A:GEN2-F5-TRIADA-CALC	el marcador #651 sigue INCONCLUSO hasta que corra la adjudicacion con el instrumento nuevo; hallazgo declarado por este acto (no resuelto): las 6 celdas con arbitro R vuelven 96/96 NO-EXTRAIBLE con el instrumento validado, por lo que el universo pareado disponible para esa adjudicacion puede resultar vacio o casi vacio	ENCARGO 5/5 (ACTO GEN2-F5-TRIADA-CALC)	CERRADA	GEN2-F5-TRIADA-CALC (ENCARGO 5/5) POR HALLAZGO, NO POR EJECUCION: la adjudicacion de banda sobre las 6 celdas CIV-M no tiene universo pareado. Medido sobre el universo completo, no una muestra: con el extractor v1.3 validado las 96/96 capturas de esas 6 celdas vuelven NO-EXTRAIBLE en los DOS brazos (re-derivadas por CALC-TRIADA-0001, 0 discordancias contra el manifiesto sellado de ENCARGO 1/5), de modo que ninguna de las 6 tiene punto de L_SOLO ni de L_CORPUS y el universo pareado es 0. La escala B-bis de F5-duelo-contemporaneo-spec-v1_0.md NO se corrio: esa spec esta fuera del perimetro de este acto (NO toca F5 v1.0). El marcador #651 sigue INCONCLUSO, ahora por falta MATERIAL de dato L y no por instrumento; el sucesor de esa pregunta es NC-0146	2026-09-10
